"Question","Answer"
"Can you explain Lunch Meat on the Tour Bus?","Sorry, no answer found for Lunch Meat on the Tour Bus."
"What are the key points of Lunch Meat on the Tour Bus?","Sorry, no answer found for Lunch Meat on the Tour Bus."
"How does Lunch Meat on the Tour Bus relate to The very attractive guy was at Soho today....ALONE!!!  I, was also.... ALONE!!!!!  Now, I suppose I could've spoken to him, however I'm content with admiration from afar.  He's probably some right wing mountain biker/snow boarder/pot smoking/? type.  This town in littered with them.  The sad thing is you can never find these things out, until AFTER you've introduced yourself....then your stuck.  
Last night, Suzanne and I went to the neurolux (www.neurolux.com) and saw quite possibly two of the worst bands ever to exist.  Thank the lord, I cant remember the first bands name...maybe its subconsciously blocked from my memory...but I would describe them as a poverty stricken Mudhoney.  The singer had some sort of Mark Arm vocal thing going on but the music didn't fit... it was more Huey Lewis and the News or some cheese-ball good times sports bar rock.  But nothing compares to the complete crap that we heard from the second..... shock dismay ....""headlining"" band....  Stumbleblind.  I dont know how to describe this cacophonous blunder of bad playing vs. too many people on stage.  The first song with a medley of crap, that was self described as ""country""???!!  The next tune was the one that made us leave.  It had all these contrived dramatic pauses and uproarious cymbal crashes......  There was no discernible ""melody"" that I could find.  At least the ghetto Mudhoney, had some sort of rhythm to their shite.....  If I do remember correctly in one of thier 9 min songs, they repeated, ""when push comes to shove you hurt the one you love""....  It was in some pattern or timing....  So, yea..back to ""Stumbleblindlythroughsongsthatwecantplayorwrite"".... I really dont know what else to say about them because after the first three ear wrenching songs, we left.... and I'd like to point out I left almost an entire beer there....I mean this was BAD!!!!!  
So, aside from the uh......music..... I saw my ex-boyfriend's former best friend (Phil), and I simply want to point out that this guy deserves massive props for keeping a non-existent scene going as a one man show.  Dave gave up on the rockabilly jag at least a year ago, but good old Phil is still going strong.  He adorned himself in the cutest black framed glasses, plaid shirt with rolled up sleeves, and of course cuffed pants.  Now, I'm not sure about this, but Suzanne commented that he had an old Houston Astros hat.  I wonder if he has an ID photo of some guy from the 50's.  ah, oh well.....side bar, he's getting quite attractive..... dont get me wrong, I'm not into the rockosilly's, I just think ""he"" is easy on the eye....and he's super shy...  I remember he used to come over to my apt, and just sit there......wearing (hehhehahhahahha) sunglasses so he wouldn't have to make eye contact or speak......woa.......  If you spoke to him, he'd get even more shy.....

So, I have nothing more to say....I'm through being a 13 year old superficial girl.

Tah?","Sorry, no answer found for Lunch Meat on the Tour Bus."
"What are some interesting facts about Lunch Meat on the Tour Bus?","Sorry, no answer found for Lunch Meat on the Tour Bus."
"Who are the experts on Lunch Meat on the Tour Bus?","Sorry, no answer found for Lunch Meat on the Tour Bus."
"What are the benefits of learning about Lunch Meat on the Tour Bus?","Sorry, no answer found for Lunch Meat on the Tour Bus."
"What are the challenges of learning about Lunch Meat on the Tour Bus?","Sorry, no answer found for Lunch Meat on the Tour Bus."
"What is the history of Lunch Meat on the Tour Bus?","Sorry, no answer found for Lunch Meat on the Tour Bus."
"What are the future trends of Lunch Meat on the Tour Bus?","Sorry, no answer found for Lunch Meat on the Tour Bus."
"What is Pleasure from Denial?","Sorry, no answer found for Pleasure from Denial."
"Can you explain Pleasure from Denial?","Sorry, no answer found for Pleasure from Denial."
"What are the key points of Pleasure from Denial?","Sorry, no answer found for Pleasure from Denial."
"How does Pleasure from Denial relate to So, here I sit repulsed by a little encounter no less than 30 mins ago.  I feel completely stuck in this fucked up situation where one of the clients here can say really ""uh"" inappropriate things to me, and I cant do anything about it.  Noone will believe me because he acts like a cheeseball around everyone else, and always comments to people how I dont like him...  He knows damn well, why I dont like him.  I fucking want to cry, or quit, or I dunno....kick his ass.  He's fucking sick!!!  and he's married....  Noone pays attention!!!  He just sat right next to me and started whispering shit to me.....   then he acted all casual when my boss who was right next to me engaged in another conversation addressed him. ""oh Jenny's gonna take care of me"".... he said.

blech!!!!!  No I""M NOT!!!!!!!!!!!  
I cant say anything I want to, its like I just have to sit there and listen to this barrage of shit.
Then he starts facetiously asking for things in my bag, to which of course I said, NO.  I really just wanted him to go away.  So, in the most repugnant way, he says, and this seems to echo in my mind, ""you get pleasure from telling me No, dont you""?   It had an ominous tone and honestly I'm fucking freaked out.....so I just said, ""NO""?","Sorry, no answer found for Pleasure from Denial."
"What are some interesting facts about Pleasure from Denial?","Sorry, no answer found for Pleasure from Denial."
"Who are the experts on Pleasure from Denial?","Sorry, no answer found for Pleasure from Denial."
"What are the benefits of learning about Pleasure from Denial?","Sorry, no answer found for Pleasure from Denial."
"What are the challenges of learning about Pleasure from Denial?","Sorry, no answer found for Pleasure from Denial."
"What is the history of Pleasure from Denial?","Sorry, no answer found for Pleasure from Denial."
"What are the future trends of Pleasure from Denial?","Sorry, no answer found for Pleasure from Denial."
